num_text_blocks,total_text_length,avg_text_len,num_images,largest_image_area,avg_image_area,img_aspect_ratio,has_table,has_quote,has_digits,is_agenda,slide_density,source,layout_class_numeric,layout_class
11,359,32.64,0,0,0,0,0,0,1,0,2.6,real,13,timeline
2,92,46,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
2,204,102,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,103,51.5,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,98,49,0,0,0,0,0,0,0,0,0.2,real,1,title_center
1,32,32,0,0,0,0,0,0,0,0,0.2,real,1,title_center
1,21,21,0,0,0,0,0,0,0,0,0.2,real,1,title_center
1,50,50,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
1,23,23,0,0,0,0,0,0,0,0,0.2,real,1,title_center
1,51,51,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
1,29,29,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
1,60,60,0,0,0,0,1,0,1,0,0.2,real,14,table_center
1,46,46,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
2,190,95,0,0,0,0,0,0,1,0,0.2,real,1,title_center
2,53,26.5,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
1,37,37,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
2,135,67.5,0,0,0,0,0,0,1,0,0.2,real,1,title_center
2,790,395,0,0,0,0,0,1,1,0,0.2,real,12,quote
2,84,42,0,0,0,0,0,0,0,0,0.2,real,1,title_center
13,407,31.31,2,0.1956,0.1954,1.81,0,0,1,0,1.7,real,9,image_grid
2,441,220.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,284,142,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,367,183.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,107,53.5,1,0.4674,0.4674,1.15,0,0,1,0,0.5,real,6,image_right
3,143,47.67,1,0.4674,0.4674,1.15,0,0,0,0,0.5,real,6,image_right
1,14,14,1,0.481,0.481,1.18,0,0,1,0,0.2,real,6,image_right
1,15,15,1,0.4675,0.4675,1.15,0,0,1,0,0.2,real,6,image_right
1,15,15,1,0.4674,0.4674,1.15,0,0,1,0,0.2,real,6,image_right
1,15,15,1,0.4674,0.4674,1.15,0,0,1,0,0.2,real,6,image_right
2,190,95,1,0.7428,0.7428,1.35,0,0,1,0,0.3,real,6,image_right
3,524,174.67,0,0,0,0,1,0,1,0,0.4,real,14,table_center
2,113,56.5,0,0,0,0,0,0,1,0,0.5,real,1,title_center
2,66,33,1,0.7278,0.7278,0.91,0,0,0,0,0.3,real,6,image_right
2,64,32,1,0.7278,0.7278,0.91,0,0,0,0,0.7,real,6,image_right
2,406,203,0,0,0,0,0,1,0,0,0.2,real,12,quote
2,44,22,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,790,395,0,0,0,0,0,1,0,0,0.2,real,12,quote
2,634,317,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,417,208.5,0,0,0,0,0,1,0,0,0.2,real,12,quote
2,80,40,0,0,0,0,0,0,0,0,0.2,real,1,title_center
3,136,45.33,0,0,0,0,0,0,1,0,0.3,real,1,title_center
3,44,14.67,0,0,0,0,0,0,1,0,0.3,real,11,big_stat
3,114,38,0,0,0,0,0,0,1,0,0.3,real,1,title_center
1,1,1,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
2,252,126,0,0,0,0,0,0,1,0,0.2,real,1,title_center
1,984,984,1,0.0147,0.0147,2.59,0,0,1,0,0.2,real,7,image_top
2,778,389,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,331,165.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
3,477,159,0,0,0,0,0,0,1,0,0.3,real,3,three_column
2,748,374,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,741,370.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,374,187,0,0,0,0,0,0,0,0,0.2,real,2,two_column
7,252,36,0,0,0,0,0,0,0,0,1.2,real,1,title_center
7,252,36,0,0,0,0,0,0,0,0,1.2,real,1,title_center
2,398,199,0,0,0,0,0,0,0,0,0.2,real,2,two_column
5,263,52.6,0,0,0,0,0,0,0,0,1,real,1,title_center
2,478,239,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,448,224,0,0,0,0,0,0,0,0,0.2,real,2,two_column
4,114,28.5,0,0,0,0,0,0,1,0,0.4,real,1,title_center
3,127,42.33,0,0,0,0,0,0,1,0,0.3,real,1,title_center
3,231,77,0,0,0,0,0,0,1,0,0.3,real,1,title_center
3,221,73.67,0,0,0,0,0,0,1,0,0.3,real,1,title_center
3,84,28,0,0,0,0,1,0,1,0,0.4,real,14,table_center
3,343,114.33,0,0,0,0,0,0,1,0,0.3,real,3,three_column
3,238,79.33,1,0.0362,0.0362,0.66,0,0,1,0,0.4,real,6,image_right
2,72,36,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
2,130,65,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,168,84,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,351,175.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,398,199,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,148,74,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,365,182.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,106,53,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,255,127.5,0,0,0,0,0,0,1,0,0.2,real,1,title_center
2,88,44,0,0,0,0,1,0,1,0,0.3,real,14,table_center
2,91,45.5,0,0,0,0,1,0,1,0,0.3,real,14,table_center
2,98,49,0,0,0,0,1,0,1,0,0.3,real,14,table_center
2,313,156.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,188,94,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,241,120.5,0,0,0,0,0,1,1,0,0.2,real,12,quote
1,34,34,0,0,0,0,0,0,0,0,0.1,real,1,title_center
2,445,222.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,587,293.5,0,0,0,0,0,1,1,0,0.2,real,12,quote
2,123,61.5,0,0,0,0,0,0,0,1,0.2,real,15,agenda
7,449,64.14,0,0,0,0,0,0,1,0,2.2,real,13,timeline
2,288,144,0,0,0,0,0,0,1,0,0.2,real,1,title_center
2,331,165.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
0,0,0,0,0,0,0,0,0,0,0,0.1,real,1,title_center
1,36,36,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,198,99,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,158,79,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,199,99.5,0,0,0,0,0,0,1,0,0.2,real,1,title_center
1,44,44,1,0.1736,0.1736,2.25,0,0,0,0,0.2,real,7,image_top
1,432,432,0,0,0,0,0,0,1,0,0.1,real,0,text_only
2,126,63,0,0,0,0,0,0,0,0,0.2,real,1,title_center
1,866,866,0,0,0,0,0,0,1,0,0.1,real,0,text_only
2,137,68.5,0,0,0,0,0,0,0,0,0.3,real,1,title_center
2,629,314.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,29,14.5,1,0.2714,0.2714,0.63,0,0,1,0,0.4,real,6,image_right
1,17,17,1,0.5477,0.5477,1.4,0,0,1,0,0.2,real,6,image_right
1,24,24,1,0.3621,0.3621,0.84,0,0,1,0,0.2,real,6,image_right
2,348,174,0,0,0,0,0,0,0,0,0.2,real,2,two_column
1,98,98,1,0.5574,0.5574,0.61,0,0,0,0,0.3,real,6,image_right
3,300,100,0,0,0,0,0,0,0,0,0.3,real,3,three_column
4,444,111,0,0,0,0,0,0,1,0,0.5,real,4,four_column
2,452,226,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,82,41,0,0,0,0,0,0,1,1,0.2,real,15,agenda
5,366,73.2,0,0,0,0,0,0,1,0,0.5,real,13,timeline
5,407,81.4,0,0,0,0,0,0,1,0,0.5,real,13,timeline
10,387,38.7,0,0,0,0,0,0,1,0,2.5,real,13,timeline
5,538,107.6,0,0,0,0,0,1,1,0,0.5,real,12,quote
4,121,30.25,0,0,0,0,1,0,1,0,0.5,real,14,table_center
5,556,111.2,0,0,0,0,0,0,1,0,0.5,real,13,timeline
4,113,28.25,0,0,0,0,1,0,1,0,0.5,real,14,table_center
5,405,81,0,0,0,0,0,0,1,0,0.5,real,13,timeline
4,120,30,0,0,0,0,1,0,1,0,0.5,real,14,table_center
5,511,102.2,0,0,0,0,0,1,1,0,0.5,real,12,quote
4,92,23,0,0,0,0,1,0,1,0,0.5,real,14,table_center
5,449,89.8,0,0,0,0,0,1,1,0,0.5,real,12,quote
5,512,102.4,0,0,0,0,0,1,1,0,0.5,real,12,quote
5,362,72.4,0,0,0,0,0,1,1,0,0.5,real,12,quote
5,97,19.4,0,0,0,0,0,0,1,0,0.5,real,11,big_stat
2,277,138.5,1,0.01,0.01,0.67,0,0,1,0,0.3,real,6,image_right
2,498,249,0,0,0,0,0,0,0,0,0.2,real,2,two_column
1,49,49,1,0.2904,0.2904,0.98,1,0,0,0,0.3,real,14,table_center
2,264,132,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,279,139.5,0,0,0,0,0,0,0,1,0.2,real,15,agenda
2,324,162,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,297,148.5,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,190,95,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,660,330,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,299,149.5,0,0,0,0,0,0,0,0,0.2,real,1,title_center
0,0,0,0,0,0,0,1,0,0,0,0.1,real,14,table_center
0,0,0,0,0,0,0,0,0,0,0,0.1,real,1,title_center
1,26,26,0,0,0,0,1,0,1,0,0.4,real,14,table_center
2,430,215,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,168,84,0,0,0,0,0,0,1,0,0.2,real,1,title_center
2,430,215,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,176,88,0,0,0,0,0,0,1,0,0.2,real,1,title_center
1,12,12,0,0,0,0,0,0,0,0,0.1,real,1,title_center
2,440,220,0,0,0,0,0,1,1,0,0.2,real,12,quote
2,293,146.5,0,0,0,0,0,0,1,0,0.2,real,1,title_center
0,0,0,1,0.8158,0.8158,0.94,0,0,0,0,0.1,real,10,image_background
0,0,0,1,0.8402,0.8402,0.88,0,0,0,0,0.4,real,10,image_background
0,0,0,1,0.8115,0.8115,0.91,0,0,0,0,0.2,real,10,image_background
0,0,0,1,0.8664,0.8664,0.93,0,0,0,0,0.2,real,10,image_background
0,0,0,1,0.8465,0.8465,0.95,0,0,0,0,0.2,real,10,image_background
1,42,42,0,0,0,0,0,0,0,0,0.1,real,1,title_center
2,493,246.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
1,44,44,0,0,0,0,1,0,1,0,0.3,real,14,table_center
2,617,308.5,0,0,0,0,0,1,1,0,0.2,real,12,quote
2,399,199.5,0,0,0,0,0,1,1,0,0.2,real,12,quote
2,220,110,0,0,0,0,1,1,1,0,0.3,real,14,table_center
2,511,255.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,376,188,0,0,0,0,0,0,0,1,0.2,real,15,agenda
2,88,44,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
2,28,14,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,305,152.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,549,274.5,2,0.5633,0.3166,0.75,0,0,1,0,0.4,real,9,image_grid
2,228,114,2,0.5789,0.3244,1.73,0,1,1,0,0.4,real,9,image_grid
3,185,61.67,4,0.2021,0.1449,0.86,0,0,1,0,0.7,real,9,image_grid
1,237,237,3,0.5049,0.2177,1.46,0,0,1,0,0.4,real,9,image_grid
3,614,204.67,4,0.2009,0.1393,1.05,0,0,1,0,0.7,real,9,image_grid
3,460,153.33,4,0.2459,0.1625,0.92,0,0,1,0,0.7,real,9,image_grid
2,207,103.5,4,0.2073,0.1461,0.94,0,0,0,0,0.6,real,9,image_grid
14,821,58.64,3,0.2044,0.1326,0.78,0,0,1,0,1.9,real,9,image_grid
2,806,403,3,0.2775,0.1993,1.04,0,0,1,0,0.9,real,9,image_grid
2,641,320.5,0,0,0,0,0,0,1,1,0.2,real,15,agenda
3,319,106.33,0,0,0,0,0,0,1,0,0.3,real,3,three_column
3,343,114.33,0,0,0,0,0,0,1,0,0.3,real,3,three_column
3,606,202,0,0,0,0,0,0,1,0,0.3,real,3,three_column
3,667,222.33,0,0,0,0,0,1,1,0,0.3,real,12,quote
3,674,224.67,0,0,0,0,0,0,1,0,0.3,real,3,three_column
4,754,188.5,0,0,0,0,0,1,1,0,0.4,real,12,quote
3,1213,404.33,0,0,0,0,0,1,1,0,0.3,real,12,quote
3,573,191,0,0,0,0,0,1,1,0,0.3,real,12,quote
3,618,206,0,0,0,0,0,0,1,0,0.3,real,3,three_column
5,465,93,0,0,0,0,0,0,1,0,0.5,real,13,timeline
2,25,12.5,0,0,0,0,1,0,1,0,0.4,real,14,table_center
3,128,42.67,1,0.5489,0.5489,1.14,0,1,1,0,0.4,real,12,quote
5,979,195.8,0,0,0,0,0,0,1,0,0.5,real,13,timeline
5,677,135.4,0,0,0,0,0,0,1,0,0.5,real,13,timeline
2,80,40,0,0,0,0,1,0,1,0,0.3,real,14,table_center
3,369,123,0,0,0,0,0,0,1,0,0.3,real,3,three_column
2,69,34.5,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
2,223,111.5,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,157,78.5,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,163,81.5,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,602,301,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,292,146,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,253,126.5,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,267,133.5,0,0,0,0,0,0,1,0,0.2,real,1,title_center
1,37,37,1,0.3486,0.3486,2.43,0,0,0,0,0.2,real,7,image_top
1,32,32,1,0.5915,0.5915,1.53,0,0,0,0,0.2,real,7,image_top
2,174,87,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,100,50,1,0.4596,0.4596,1.76,0,0,0,0,0.4,real,7,image_top
1,84,84,1,0.6443,0.6443,1.25,0,0,0,0,0.2,real,6,image_right
1,38,38,1,0.6443,0.6443,1.25,0,0,0,0,0.3,real,6,image_right
1,84,84,1,0.6493,0.6493,1.3,0,0,0,0,0.3,real,6,image_right
2,135,67.5,1,0.5369,0.5369,1.42,0,0,0,0,0.4,real,6,image_right
2,216,108,1,0.4794,0.4794,1.44,0,0,0,0,0.4,real,6,image_right
1,70,70,1,0.5536,0.5536,1.15,0,0,1,0,0.3,real,6,image_right
1,136,136,1,0.6419,0.6419,1.15,0,0,0,0,0.3,real,6,image_right
1,123,123,1,0.5907,0.5907,1.17,0,0,1,0,0.3,real,6,image_right
1,174,174,2,0.642,0.384,1.4,0,0,1,0,0.4,real,9,image_grid
2,219,109.5,1,0.1691,0.1691,2.38,0,0,1,0,0.5,real,7,image_top
2,163,81.5,1,0.2823,0.2823,1.86,0,0,1,0,0.6,real,7,image_top
2,232,116,1,0.1835,0.1835,3.07,0,0,0,0,0.5,real,7,image_top
4,171,42.75,1,0.2911,0.2911,1.41,0,1,1,0,0.7,real,12,quote
2,610,305,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,615,307.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,286,143,0,0,0,0,0,0,1,0,0.2,real,1,title_center
2,411,205.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
1,153,153,1,0.0467,0.0467,0.58,0,0,0,0,0.3,real,6,image_right
2,269,134.5,0,0,0,0,0,0,0,0,0.2,real,1,title_center
1,90,90,1,0.5325,0.5325,1.58,0,0,0,0,0.3,real,7,image_top
1,83,83,1,0.4932,0.4932,1.84,0,0,0,0,0.3,real,7,image_top
1,81,81,1,0.681,0.681,1.31,0,0,0,0,0.5,real,6,image_right
2,252,126,0,0,0,0,0,0,0,0,0.2,real,1,title_center
1,39,39,1,0.6621,0.6621,1.2,0,0,0,0,0.3,real,6,image_right
2,232,116,0,0,0,0,1,0,1,0,0.4,real,14,table_center
2,446,223,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,286,143,0,0,0,0,0,0,1,0,0.2,real,1,title_center
2,139,69.5,2,1.0636,0.5777,0.99,0,0,0,0,0.4,real,9,image_grid
2,116,58,3,1,0.3333,1,0,0,0,0,0.8,real,9,image_grid
2,213,106.5,1,0.1854,0.1854,0.73,0,1,1,0,0.4,real,12,quote
2,474,237,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,304,152,1,0.1442,0.1442,1,0,0,1,0,0.3,real,6,image_right
18,258,14.33,1,0.4045,0.4045,1.14,0,0,1,0,2.2,real,6,image_right
37,354,9.57,0,0,0,0,0,0,1,0,12.4,real,13,timeline
37,354,9.57,0,0,0,0,0,0,1,0,12.4,real,13,timeline
31,406,13.1,0,0,0,0,0,0,1,0,9.4,real,13,timeline
8,239,29.88,0,0,0,0,0,0,1,0,1.5,real,1,title_center
41,231,5.63,0,0,0,0,0,0,1,0,8.7,real,1,title_center
4,495,123.75,2,0,0,1.13,0,1,1,0,1,real,9,image_grid
1,71,71,0,0,0,0,0,0,0,0,0.1,real,1,title_center
20,192,9.6,0,0,0,0,0,0,1,0,3.5,real,1,title_center
23,351,15.26,0,0,0,0,0,0,1,0,7.2,real,13,timeline
1,21,21,0,0,0,0,0,0,0,0,0.1,real,1,title_center
51,392,7.69,0,0,0,0,0,0,1,0,20.5,real,13,timeline
25,223,8.92,0,0,0,0,0,0,1,0,8.5,real,1,title_center
5,320,64,1,0,0,0.72,0,0,1,1,2.5,real,15,agenda
2,343,171.5,0,0,0,0,0,0,0,1,0.2,real,15,agenda
2,84,42,0,0,0,0,1,0,1,1,0.3,real,14,table_center
2,344,172,5,0.0727,0.0427,0.57,0,0,0,0,0.8,real,9,image_grid
1,27,27,0,0,0,0,0,0,0,0,0.1,real,1,title_center
2,432,216,0,0,0,0,0,0,0,0,0.2,real,2,two_column
13,461,35.46,1,0.1059,0.1059,0.79,0,0,1,0,2.2,real,6,image_right
9,217,24.11,0,0,0,0,0,0,0,0,2.6,real,1,title_center
3,359,119.67,1,0.1652,0.1652,4.13,0,0,1,0,0.5,real,7,image_top
1,62,62,0,0,0,0,0,0,0,0,0.1,real,1,title_center
5,117,23.4,4,0.7223,0.2468,1.11,0,0,0,0,1.7,real,9,image_grid
2,56,28,9,0.8972,0.1403,0.9,0,0,0,0,1.1,real,9,image_grid
2,230,115,2,0.0214,0.0209,0.9,0,0,0,0,0.4,real,9,image_grid
2,76,38,0,0,0,0,1,0,0,0,0.3,real,14,table_center
11,278,25.27,1,0.305,0.305,0.88,0,0,1,0,1.5,real,6,image_right
2,121,60.5,2,0.0214,0.0209,0.9,0,0,0,0,0.4,real,9,image_grid
16,348,21.75,0,0,0,0,0,0,1,0,2,real,13,timeline
16,344,21.5,0,0,0,0,0,0,1,0,2.1,real,13,timeline
4,305,76.25,0,0,0,0,0,0,1,0,0.6,real,4,four_column
17,378,22.24,0,0,0,0,0,0,1,0,2.3,real,13,timeline
2,119,59.5,2,0.0214,0.0209,0.9,0,0,0,0,0.4,real,9,image_grid
1,58,58,0,0,0,0,1,0,0,0,0.2,real,14,table_center
1,58,58,0,0,0,0,1,0,0,0,0.2,real,14,table_center
11,261,23.73,1,0.3013,0.3013,0.8,0,0,1,0,1.5,real,6,image_right
9,245,27.22,1,0.2986,0.2986,0.77,0,0,1,0,1.1,real,6,image_right
4,158,39.5,0,0,0,0,1,0,0,0,0.8,real,14,table_center
2,125,62.5,2,0.0214,0.0209,0.9,0,0,0,0,0.4,real,9,image_grid
2,165,82.5,0,0,0,0,0,0,1,0,0.2,real,1,title_center
2,127,63.5,2,0.0214,0.0209,0.9,0,0,0,0,0.4,real,9,image_grid
7,201,28.71,0,0,0,0,1,0,1,0,1,real,14,table_center
15,292,19.47,0,0,0,0,0,0,1,0,1.8,real,1,title_center
8,186,23.25,0,0,0,0,0,0,1,0,1.2,real,1,title_center
3,138,46,0,0,0,0,0,0,1,0,0.5,real,1,title_center
2,128,64,2,0.0214,0.0209,0.9,0,0,0,0,0.4,real,9,image_grid
2,222,111,0,0,0,0,1,0,1,0,0.3,real,14,table_center
2,222,111,0,0,0,0,1,0,1,0,0.3,real,14,table_center
2,120,60,2,0.0214,0.0209,0.9,0,0,0,0,0.4,real,9,image_grid
2,96,48,0,0,0,0,1,0,1,0,0.3,real,14,table_center
2,130,65,2,0.0214,0.0209,0.9,0,0,0,0,0.4,real,9,image_grid
2,531,265.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,297,148.5,0,0,0,0,0,0,0,0,0.2,real,1,title_center
1,43,43,1,0.5059,0.5059,0.89,0,0,0,0,0.2,real,6,image_right
1,43,43,1,0.5248,0.5248,0.89,0,0,0,0,0.2,real,6,image_right
2,116,58,2,0.0214,0.0209,0.9,0,0,0,0,0.4,real,9,image_grid
2,74,37,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
2,220,110,0,0,0,0,0,1,1,0,0.2,real,12,quote
2,311,155.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,301,150.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,417,208.5,0,0,0,0,0,1,0,0,0.2,real,12,quote
2,235,117.5,0,0,0,0,0,0,1,0,0.2,real,1,title_center
12,444,37,1,0.0162,0.0162,1.21,0,0,1,0,2.1,real,6,image_right
2,214,107,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,167,83.5,0,0,0,0,0,0,1,0,0.2,real,1,title_center
2,72,36,0,0,0,0,0,0,1,0,0.2,real,11,big_stat
2,424,212,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,529,264.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,515,257.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,498,249,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,667,333.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,344,172,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,370,185,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,704,352,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,980,490,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,715,357.5,0,0,0,0,0,1,0,0,0.2,real,12,quote
2,626,313,0,0,0,0,0,1,1,0,0.2,real,12,quote
2,447,223.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,616,308,0,0,0,0,0,1,0,0,0.2,real,12,quote
2,516,258,0,0,0,0,0,0,1,0,0.3,real,2,two_column
7,409,58.43,0,0,0,0,0,0,1,0,1.3,real,13,timeline
3,131,43.67,0,0,0,0,1,0,1,0,0.4,real,14,table_center
11,289,26.27,0,0,0,0,0,0,0,0,1.9,real,1,title_center
2,1094,547,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,314,157,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,509,254.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
2,436,218,0,0,0,0,0,1,0,0,0.2,real,12,quote
2,1035,517.5,0,0,0,0,0,1,1,0,0.2,real,12,quote
2,220,110,0,0,0,0,0,0,0,0,0.3,real,1,title_center
2,563,281.5,0,0,0,0,0,0,0,0,0.2,real,2,two_column
7,174,24.86,3,0.0731,0.0465,1.1,0,0,0,0,2,real,9,image_grid
1,391,391,0,0,0,0,0,0,0,0,0.1,real,0,text_only
7,185,26.43,0,0,0,0,0,0,1,0,1.9,real,1,title_center
28,2039,72.82,0,0,0,0,0,0,0,0,5.5,real,13,timeline
10,1344,134.4,0,0,0,0,0,1,0,0,1.2,real,12,quote
7,1058,151.14,0,0,0,0,0,0,1,0,0.7,real,13,timeline
6,859,143.17,0,0,0,0,0,1,1,0,0.9,real,12,quote
7,1050,150,0,0,0,0,0,0,1,0,0.7,real,13,timeline
8,1635,204.38,0,0,0,0,0,1,1,0,0.8,real,12,quote
7,1368,195.43,0,0,0,0,0,1,1,0,0.9,real,12,quote
7,1334,190.57,0,0,0,0,0,1,1,0,0.7,real,12,quote
20,1606,80.3,0,0,0,0,0,1,1,0,3,real,12,quote
9,1701,189,0,0,0,0,0,1,1,0,1.5,real,12,quote
9,1364,151.56,0,0,0,0,1,1,1,0,1.6,real,14,table_center
8,1585,198.12,0,0,0,0,0,1,1,0,1,real,12,quote
6,1083,180.5,0,0,0,0,0,1,1,0,0.9,real,12,quote
8,1483,185.38,0,0,0,0,1,0,1,0,1.4,real,14,table_center
13,1533,117.92,0,0,0,0,0,1,1,0,1.7,real,12,quote
7,1267,181,0,0,0,0,0,1,1,0,0.7,real,12,quote
18,1648,91.56,0,0,0,0,0,1,1,0,2.5,real,12,quote
8,1094,136.75,0,0,0,0,1,1,1,0,1.1,real,14,table_center
12,1489,124.08,0,0,0,0,0,1,1,0,1.6,real,12,quote
16,1607,100.44,0,0,0,0,0,1,1,0,2.2,real,12,quote
8,1271,158.88,0,0,0,0,0,1,1,0,1,real,12,quote
6,1109,184.83,0,0,0,0,0,1,1,0,1.2,real,12,quote
2,54,27,0,0,0,0,0,0,0,0,0.3,real,1,title_center
2,329,164.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
5,518,103.6,1,0.2785,0.2785,0.93,0,1,1,0,0.7,real,12,quote
3,227,75.67,0,0,0,0,0,0,0,0,0.3,real,1,title_center
2,577,288.5,0,0,0,0,0,1,1,0,0.2,real,12,quote
2,783,391.5,0,0,0,0,0,1,1,0,0.3,real,12,quote
3,351,117,0,0,0,0,0,0,1,0,0.3,real,3,three_column
3,503,167.67,0,0,0,0,0,1,1,0,0.3,real,12,quote
2,402,201,0,0,0,0,0,1,1,1,0.2,real,15,agenda
1,14,14,0,0,0,0,0,0,0,0,0.1,real,1,title_center
3,116,38.67,1,0.7553,0.7553,1.09,0,0,0,0,0.9,real,6,image_right
2,42,21,1,0.6921,0.6921,1.3,0,0,0,0,0.4,real,6,image_right
1,158,158,0,0,0,0,0,0,0,1,0.2,real,15,agenda
3,347,115.67,0,0,0,0,0,0,1,0,0.3,real,3,three_column
4,284,71,2,0.1281,0.1011,1.38,0,0,1,0,0.6,real,9,image_grid
2,161,80.5,0,0,0,0,0,0,1,0,0.3,real,1,title_center
2,301,150.5,0,0,0,0,0,0,1,0,0.2,real,2,two_column
2,286,143,0,0,0,0,0,0,0,0,0.2,real,1,title_center
2,273,136.5,0,0,0,0,0,0,0,0,0.3,real,1,title_center
1,56,56,1,0.4131,0.4131,1.02,0,0,0,0,0.4,real,6,image_right
3,138,46,2,0.1526,0.1405,1,0,1,0,0,0.5,real,9,image_grid
8,211,26.38,1,0.4368,0.4368,1.37,0,0,0,0,1.6,real,6,image_right
3,255,85,2,0.2077,0.1838,0.84,0,0,0,0,0.5,real,9,image_grid
3,316,105.33,2,0.1534,0.1409,1,0,0,0,0,0.5,real,9,image_grid
4,229,57.25,1,0.2526,0.2526,1,0,0,0,0,1,real,6,image_right
2,349,174.5,2,0.173,0.1221,0.5,0,0,0,0,0.4,real,9,image_grid
2,357,178.5,1,0.1926,0.1926,1.01,0,0,0,0,0.3,real,6,image_right
6,371,61.83,0,0,0,0,0,1,1,0,2.9,real,12,quote
2,194,97,1,0.219,0.219,0.5,0,0,0,0,0.3,real,6,image_right
2,383,191.5,1,0.1805,0.1805,0.56,0,0,0,0,0.3,real,6,image_right
1,43,43,1,0.491,0.491,1.12,0,0,0,0,0.2,real,6,image_right
1,13,13,1,0.4364,0.4364,1,0,0,0,0,0.2,real,6,image_right
